"Submit_ID","Brand_Reg","Model_No","SoldIn","Screen_Tech","Avg_mode_power","Star2","ScreenSize_Category"
169504,"HISENSE","100U6QNZPRO","Australia,New Zealand","LCD (LED)",248.33,5,"75 inch+"
169505,"HISENSE","75S7QAU","Australia,New Zealand","LCD (LED)",123.02,6,"65 inch"
169505,"HISENSE","75S7QNZ","Australia,New Zealand","LCD (LED)",123.02,6,"65 inch"
169499,"HISENSE","50U6QPROSeries","Australia,New Zealand","LCD (LED)",71.19,5,"50 inch"
169505,"HISENSE","75S7QSeries","Australia,New Zealand","LCD (LED)",123.02,6,"65 inch"
169508,"SAMSUNG","BE65FXH","Australia,Fiji,New Zealand","LCD (LED)",113,5.5,"55 inch"
169509,"SAMSUNG","BE75FXH","Australia,Fiji,New Zealand","LCD (LED)",136,5.5,"65 inch"
169512,"SAMSUNG","BE85FXH","Australia,Fiji,New Zealand","LCD (LED)",142,6,"75 inch+"
169500,"HISENSE","55U6QPROseries","Australia,New Zealand","LCD (LED)",100.24,4,"50 inch"
169501,"HISENSE","65U6QPROseries","Australia,New Zealand","LCD (LED)",110.31,5,"55 inch"
169502,"HISENSE","75U6QPROseries","Australia","LCD (LED)",133.21,5.5,"65 inch"
169503,"HISENSE","85U6QPROseries","Australia,New Zealand","LCD (LED)",154.51,6,"75 inch+"
169504,"HISENSE","100U6QPROseries","Australia,New Zealand","LCD (LED)",248.33,5,"75 inch+"
169546,"SKYWORTH","75Q6600H","Australia,Fiji,New Zealand","LCD (LED)",147.3,5,"65 inch"
169547,"SKYWORTH","SW65G4F","Australia,New Zealand","LCD (LED)",121.6,4.5,"55 inch"
169599,"SAMSUNG","HG43U800FAW","Australia,Fiji,New Zealand","LCD (LED)",66,4,"43 inch"
169600,"SAMSUNG","HG50U800FAW","Australia,Fiji,New Zealand","LCD (LED)",73,5,"50 inch"
169602,"SAMSUNG","HG55U800FAW","Australia,Fiji,New Zealand","LCD (LED)",81,5.5,"50 inch"
169605,"SAMSUNG","HG65U800FAW","Australia,Fiji,New Zealand","LCD (LED)",103,5.5,"55 inch"
169604,"SAMSUNG","HG75U800FAW","Australia,Fiji,New Zealand","LCD (LED)",140,5.5,"65 inch"
169625,"SAMSUNG","HG85U800FAW","Australia,Fiji,New Zealand","LCD (LED)",164,6,"75 inch+"
169686,"CHIQ","U43QM10","Australia,Fiji,New Zealand","LCD (LED)",53.7,5,"43 inch"
169491,"SYLVOX","OT55KOC","Australia,Fiji,New Zealand","LCD",79.95,5.5,"50 inch"
169491,"SYLVOX","OT55A6KOECOT55KOC","Australia,Fiji,New Zealand","LCD",79.95,5.5,"50 inch"
169695,"SYLVOX","OT65A6KOEC","Australia,Fiji,New Zealand","LCD",104.68002,5.5,"55 inch"
169695,"SYLVOX","OT65KOC","Australia,Fiji,New Zealand","LCD",104.68002,5.5,"55 inch"
169696,"SYLVOX","OT75A6KOEC","Australia,Fiji,New Zealand","LCD",134.5602,5.5,"65 inch"
169696,"SYLVOX","OT75KOC","Australia,Fiji,New Zealand","LCD",134.5602,5.5,"65 inch"
169695,"SYLVOX","OT65A6KOECOT65KOC","Australia,Fiji,New Zealand","LCD",104.68002,5.5,"55 inch"
169696,"SYLVOX","OT75A6KOECOT75KOC","Australia,Fiji,New Zealand","LCD",134.5602,5.5,"65 inch"
169704,"CHIQ","U50QM10","Australia,Fiji,New Zealand","LCD (LED)",66.2,5,"50 inch"
169705,"CHIQ","U55M10F","Australia,Fiji,New Zealand","LCD (LED)",74.4,5.5,"50 inch"
169706,"CHIQ","U75QM10","Australia,Fiji,New Zealand","LCD (LED)",136.6,5.5,"65 inch"
169746,"LG","43UK660H0LA","Australia,New Zealand","LCD (LED)",46,6,"43 inch"
169747,"LG","50UK660H0LA","Australia,New Zealand","LCD (LED)",53,6,"50 inch"
169748,"LG","55UK660H0LA","Australia,New Zealand","LCD (LED)",54,7,"50 inch"
169749,"LG","65UK660H0LA","Australia,New Zealand","LCD (LED)",67,7,"55 inch"
169820,"LINSAR","LS85UHDZEN25S","Australia","LCD (LED)",163.7,6,"75 inch+"
169847,"SKYWORTH","65X8700G","Australia,Fiji,New Zealand","LCD (LED)",111.6,5,"55 inch"
169849,"AKAI","AK40FHDZEN","Australia,Fiji,New Zealand","LCD (LED)",36.9,6,"43 inch"
169850,"AKAI","AK50UHDZEN","Australia,Fiji,New Zealand","LCD (LED)",59.84,6,"50 inch"
170005,"KOGAN","KALED43U95VA","Australia,Fiji,New Zealand","LCD (LED)",63.12,4,"43 inch"
170005,"KOGAN","KALED43U95VB","Australia,Fiji,New Zealand","LCD (LED)",63.12,4,"43 inch"
170005,"KOGAN","KALED43U95VC","Australia,Fiji,New Zealand","LCD (LED)",63.12,4,"43 inch"
170006,"KOGAN","KAQL65XQ98GSVA","Australia,Fiji,New Zealand","LCD (LED)",157.32,3.5,"55 inch"
170006,"KOGAN","KAQL65XQ98GSVB","Australia,Fiji,New Zealand","LCD (LED)",157.32,3.5,"55 inch"
170006,"KOGAN","KAQL65XQ98GSVC","Australia,Fiji,New Zealand","LCD (LED)",157.32,3.5,"55 inch"
170006,"KOGAN","KAQL65XQ98","Australia,Fiji,New Zealand","LCD (LED)",157.32,3.5,"55 inch"
170051,"SKYWORTH","55Q7700G","Australia,Fiji,New Zealand","LCD (LED)",71.1,5.5,"50 inch"
170053,"SKYWORTH","43E5500H","Australia,Fiji,New Zealand","LCD (LED)",36.6,6,"43 inch"
170054,"SKYWORTH","65Q7700G","Australia,Fiji,New Zealand","LCD (LED)",118.6,5,"55 inch"
170075,"EKO","K75USTW","Australia,Fiji,New Zealand","LCD (LED)",142.18,4.5,"65 inch"
170005,"KOGAN","KALED43U95","Australia,Fiji,New Zealand","LCD (LED)",63.12,4,"43 inch"
170107,"KOGAN","KALD24DH67NA","Australia,Fiji,New Zealand","LCD",22.3,5,"22 inch"
170107,"KOGAN","24","Australia,Fiji,New Zealand","LCD",22.3,5,"22 inch"
170147,"SAMSUNG","QA115QN90FW","Australia,Fiji,New Zealand","LCD (LED)",428,4.5,"75 inch+"
170147,"SAMSUNG","QA115QN90FS","Australia,Fiji,New Zealand","LCD (LED)",428,4.5,"75 inch+"
170147,"SAMSUNG","QA115QN90F","Australia,Fiji,New Zealand","LCD (LED)",428,4.5,"75 inch+"
170148,"KOGAN","KALD24D97SNA","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
170151,"JVC","LT42NQ5155AJ","Australia","LCD (LED)",49.21,5,"43 inch"
170150,"KOGAN","KALD32D97SNA","Australia,Fiji,New Zealand","LCD",35.2,5,"32 inch"
170251,"AOA","LTG43UHD","Australia,Fiji,New Zealand","LCD (LED)",50.04,5.5,"43 inch"
165781,"SAMSUNG","UA32F6000FW","Australia,Fiji,New Zealand","LCD (LED)",36,4.5,"32 inch"
165781,"SAMSUNG","UA32F6000FS","Australia,Fiji,New Zealand","LCD (LED)",36,4.5,"32 inch"
165781,"SAMSUNG","S32F6000FW","Australia,Fiji,New Zealand","LCD (LED)",36,4.5,"32 inch"
165781,"SAMSUNG","S32F6000FS","Australia,Fiji,New Zealand","LCD (LED)",36,4.5,"32 inch"
165781,"SAMSUNG","32F6000F","Australia,Fiji,New Zealand","LCD (LED)",36,4.5,"32 inch"
170277,"LG","OLED48G5PSA","Australia,New Zealand","OLED",62,5.5,"50 inch"
170278,"LG","OLED48G56LS","Australia,New Zealand","OLED",62,5.5,"50 inch"
170311,"SKYWORTH","32LP70G","Australia,Fiji,New Zealand","LCD (LED)",32.4,5,"32 inch"
170313,"ENGLAON","LED65M10","Australia,New Zealand","LCD (LED)",201,2.5,"55 inch"
170319,"ENGLAON","LED55M10","Australia,New Zealand","LCD (LED)",143.5,3,"50 inch"
170349,"TOSHIBA","50C350RP","Australia","LCD (LED)",54.86,6,"50 inch"
170107,"KOGAN","KALD24DH67NB","Australia,Fiji,New Zealand","LCD",22.3,5,"22 inch"
170107,"KOGAN","KALD24DH67NC","Australia,Fiji,New Zealand","LCD",22.3,5,"22 inch"
170107,"KOGAN","KALD24DH67ND","Australia,Fiji,New Zealand","LCD",22.3,5,"22 inch"
170148,"KOGAN","KALD24D97SNB","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
170148,"KOGAN","KALD24D97SNC","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
170148,"KOGAN","KALD24D97SND","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
170148,"KOGAN","24","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
170150,"KOGAN","KALD32D97SNB","Australia,Fiji,New Zealand","LCD",35.2,5,"32 inch"
170150,"KOGAN","KALD32D97SNC","Australia,Fiji,New Zealand","LCD",35.2,5,"32 inch"
170150,"KOGAN","KALD32D97SND","Australia,Fiji,New Zealand","LCD",35.2,5,"32 inch"
170150,"KOGAN","32","Australia,Fiji,New Zealand","LCD",35.2,5,"32 inch"
170419,"BLAUPUNKT","BP24WOSDVD","Australia,Fiji,New Zealand","LCD (LED)",23.55,4.5,"22 inch"
170311,"SKYWORTH","SW32LP70G","Australia,Fiji,New Zealand","LCD (LED)",32.4,5,"32 inch"
170530,"KOGAN","KAQL55T97QA","Australia,Fiji,New Zealand","LCD",110.95,4,"50 inch"
170530,"KOGAN","KAQL55T97QB","Australia,Fiji,New Zealand","LCD",110.95,4,"50 inch"
170530,"KOGAN","KAQL55T97QC","Australia,Fiji,New Zealand","LCD",110.95,4,"50 inch"
170530,"KOGAN","KAQL55T97QD","Australia,Fiji,New Zealand","LCD",110.95,4,"50 inch"
170530,"KOGAN","KAQL55T97Q","Australia,Fiji,New Zealand","LCD",110.95,4,"50 inch"
170531,"KOGAN","KAQL65T97QA","Australia,Fiji,New Zealand","LCD",162.79,3.5,"55 inch"
170531,"KOGAN","KAQL65T97QB","Australia,Fiji,New Zealand","LCD",162.79,3.5,"55 inch"
170531,"KOGAN","KAQL65T97QC","Australia,Fiji,New Zealand","LCD",162.79,3.5,"55 inch"
170531,"KOGAN","KAQL65T97QD","Australia,Fiji,New Zealand","LCD",162.79,3.5,"55 inch"
170531,"KOGAN","KAQL65T97Q","Australia,Fiji,New Zealand","LCD",162.79,3.5,"55 inch"
170722,"COOCAA","50G6500H","Australia,Fiji,New Zealand","LCD (LED)",55.3,5.5,"50 inch"
170724,"EKO","K43FST","Australia,Fiji,New Zealand","LCD (LED)",50,5.5,"43 inch"
170785,"TOSHIBA","43C350RP","Australia","LCD (LED)",50.56,5.5,"43 inch"
170786,"HISENSE","100U8QAU","Australia,New Zealand","LCD (LED)",259.29,5,"75 inch+"
170786,"HISENSE","100U8QNZ","Australia,New Zealand","LCD (LED)",259.29,5,"75 inch+"
170787,"HISENSE","100UXAU","Australia,New Zealand","LCD (LED)",268.08,5,"75 inch+"
170787,"HISENSE","100UXNZ","Australia,New Zealand","LCD (LED)",268.08,5,"75 inch+"
170786,"HISENSE","100U8Qseries","Australia,New Zealand","LCD (LED)",259.29,5,"75 inch+"
170787,"HISENSE","100UXseries","Australia,New Zealand","LCD (LED)",268.08,5,"75 inch+"
170788,"HISENSE","116UXAU","Australia,New Zealand","LCD (LED)",303.84,6,"75 inch+"
170788,"HISENSE","116UXNZ","Australia,New Zealand","LCD (LED)",303.84,6,"75 inch+"
170788,"HISENSE","116UXseries","Australia,New Zealand","LCD (LED)",303.84,6,"75 inch+"
170814,"LG","65UK760H0SD","Australia,New Zealand","LCD (LED)",126,5,"55 inch"
170862,"HYUNDAI","H75UHDQLDZEN","Australia,Fiji,New Zealand","LCD (LED)",122.94,6,"65 inch"
170908,"COOCAA","60G6500H","Australia,Fiji,New Zealand","LCD (LED)",68.2,6,"55 inch"
171050,"LG","55UK767H0SA","Australia,New Zealand","LCD (LED)",80,5.5,"50 inch"
171058,"SAMSUNG","HG43U700FAW","Australia,Fiji,New Zealand","LCD (LED)",58,5,"43 inch"
171065,"SAMSUNG","HG50U700FAW","Australia,Fiji,New Zealand","LCD (LED)",66,5.5,"50 inch"
171080,"KOGAN","KAL40F98TA","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171080,"KOGAN","KAL40F98TB","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171080,"KOGAN","KAL40F98TC","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171080,"KOGAN","KAL40F98TD","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171080,"KOGAN","KAL40F98TE","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171080,"KOGAN","KAL40F98T","Australia,Fiji,New Zealand","LCD (LED)",40.4,5.5,"43 inch"
171085,"SAMSUNG","HG55U700FAW","Australia,Fiji,New Zealand","LCD (LED)",68,6,"50 inch"
171086,"SAMSUNG","HG65U700FAW","Australia,Fiji,New Zealand","LCD (LED)",95,6,"55 inch"
171087,"SAMSUNG","HG75U700FAW","Australia,Fiji,New Zealand","LCD (LED)",118,6,"65 inch"
171115,"DGTEC","DG55UHDW23352","Australia,Fiji,New Zealand","LCD",70,6,"50 inch"
171323,"AIWA","AWCD24DW","Australia","LCD (LED)",23.55,4.5,"22 inch"
171366,"KOGAN","KAQL50Q97TA","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171366,"KOGAN","KAQL50Q97TB","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171366,"KOGAN","KAQL50Q97TC","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171366,"KOGAN","KAQL50Q97TD","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171366,"KOGAN","KAQL50Q97TE","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171366,"KOGAN","KAQL50Q97T","Australia,Fiji,New Zealand","LCD (LED)",102.2,3,"50 inch"
171415,"EKO","K430FGT","Australia,Fiji,New Zealand","LCD",45.012,5,"43 inch"
166500,"BAUHN","ATV70UHDW0625","Australia","LCD (LED)",108.29,6,"65 inch"
166500,"BAUHN","ATV70UHDW0325","Australia","LCD (LED)",108.29,6,"65 inch"
166500,"BAUHN","ATV70UHDW1025","Australia","LCD (LED)",108.29,6,"65 inch"
166500,"BAUHN","ATV70UHDW","Australia","LCD (LED)",108.29,6,"65 inch"
171487,"KOGAN","KAQL55Q97TA","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171487,"KOGAN","KAQL55Q97TB","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171487,"KOGAN","KAQL55Q97TC","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171487,"KOGAN","KAQL55Q97TD","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171487,"KOGAN","KAQL55Q97TE","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171487,"KOGAN","KAQL55Q97T","Australia,Fiji,New Zealand","LCD (LED)",129.3,3,"50 inch"
171489,"KOGAN","KAQL65Q97TA","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171489,"KOGAN","KAQL65Q97TB","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171489,"KOGAN","KAQL65Q97TC","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171489,"KOGAN","KAQL65Q97TD","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171489,"KOGAN","KAQL65Q97TE","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171489,"KOGAN","KAQL65Q97T","Australia,Fiji,New Zealand","LCD (LED)",180.8,3,"55 inch"
171492,"KOGAN","KALED75U95TB","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171492,"KOGAN","KALED75U95TC","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171492,"KOGAN","KALED75U95TD","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171492,"KOGAN","KALED75U95TE","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171492,"KOGAN","KALED75U95TF","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171492,"KOGAN","KALED75U95T","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
171497,"KOGAN","KAL32R98TA","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171497,"KOGAN","KAL32R98TB","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171497,"KOGAN","KAL32R98TC","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171497,"KOGAN","KAL32R98TD","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171497,"KOGAN","KAL32R98TE","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171497,"KOGAN","KAL32R98T","Australia,Fiji,New Zealand","LCD (LED)",27.7,5.5,"32 inch"
171501,"LG","65UK762H0LB","Australia,New Zealand","LCD (LED)",106,5.5,"55 inch"
171503,"LG","43UK762H0LB","Australia,New Zealand","LCD (LED)",65,4.5,"43 inch"
171505,"LG","50UK762H0LB","Australia,New Zealand","LCD (LED)",68,5.5,"50 inch"
171506,"LG","55UK762H0LB","Australia,New Zealand","LCD (LED)",95,4.5,"50 inch"
171507,"TENET","T185J201","Australia","LCD (LED)",15.3,5,"22 inch"
171627,"SKYWORTH","60Q6600H","Australia,Fiji,New Zealand","LCD (LED)",69.3,6,"55 inch"
171630,"JVC","LT43NQ5165A","Australia,Fiji,New Zealand","LCD (LED)",38.4,6,"43 inch"
170941,"DGTEC","DG70UHDW22795","Australia,Fiji,New Zealand","LCD (LED)",108.29,6,"65 inch"
170941,"DGTEC","DG70UHDW","Australia,Fiji,New Zealand","LCD (LED)",108.29,6,"65 inch"
170941,"DGTEC","DG70UHDW22658","Australia,Fiji,New Zealand","LCD (LED)",108.29,6,"65 inch"
171697,"LG","43UA841C0SA","Australia,New Zealand","LCD (LED)",70,4,"43 inch"
171698,"LG","50UA841C0SA","Australia,New Zealand","LCD (LED)",83,4.5,"50 inch"
171699,"LG","55UA841C0SA","Australia,New Zealand","LCD (LED)",92,5,"50 inch"
171700,"LG","65UA841C0SA","Australia,New Zealand","LCD (LED)",118,5,"55 inch"
171701,"LG","43UK767H0LB","Australia,New Zealand","LCD (LED)",62,4.5,"43 inch"
171702,"BAUHN","ATV75UHDW0925","Australia","LCD",128.89,6,"65 inch"
171703,"LG","50UK767H0LB","Australia,New Zealand","LCD (LED)",54,6,"50 inch"
171704,"LG","55UK767H0LB","Australia,New Zealand","LCD (LED)",55,7,"50 inch"
171705,"LG","65UK767H0LB","Australia,New Zealand","LCD (LED)",69,7,"55 inch"
171004,"BLAUPUNKT","BP550USG60100","Australia,Fiji,New Zealand","LCD",133.926,3,"50 inch"
171005,"BLAUPUNKT","BP650USG60100","Australia,Fiji,New Zealand","LCD",157.044,3.5,"55 inch"
171839,"KOGAN","KALED43U95TA","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171839,"KOGAN","KALED43U95TB","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171839,"KOGAN","KALED43U95TC","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171839,"KOGAN","KALED43U95TD","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171839,"KOGAN","KALED43U95TE","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171839,"KOGAN","KALED43U95T","Australia,Fiji,New Zealand","LCD (LED)",66.3,4,"43 inch"
171841,"JVC","LT32NQ3165A","Australia,Fiji,New Zealand","LCD (LED)",25.26,5.5,"32 inch"
171844,"KOGAN","KAL24DH5400VA","Australia,Fiji,New Zealand","LCD (LED)",23,4.5,"22 inch"
171844,"KOGAN","KAL24DH5400VB","Australia,Fiji,New Zealand","LCD (LED)",23,4.5,"22 inch"
171844,"KOGAN","KAL24DH5400VC","Australia,Fiji,New Zealand","LCD (LED)",23,4.5,"22 inch"
171844,"KOGAN","KAL24DH5400VAKAL24DH5400VBKAL24DH5400VC","Australia,Fiji,New Zealand","LCD (LED)",23,4.5,"22 inch"
171877,"DGTEC","DG55UHDW22858","Australia","LCD",70,6,"50 inch"
171894,"LINSAR","LS70UHDNF23","Australia","LCD (LED)",108.294,6,"65 inch"
171942,"AIWA","AWCD32DW","Australia","LCD (LED)",33.5,5,"32 inch"
171972,"KOGAN","KALED50U95TA","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
171972,"KOGAN","KALED50U95TB","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
171972,"KOGAN","KALED50U95TC","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
171972,"KOGAN","KALED50U95TD","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
171972,"KOGAN","KALED50U95TE","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
171972,"KOGAN","KALED50U95T","Australia,Fiji,New Zealand","LCD (LED)",80.1,4,"50 inch"
172072,"KOGAN","KAQL70T97QA","Australia,Fiji,New Zealand","LCD",139.61,5,"65 inch"
172072,"KOGAN","KAQL70T97QB","Australia,Fiji,New Zealand","LCD",139.61,5,"65 inch"
172072,"KOGAN","KAQL70T97QC","Australia,Fiji,New Zealand","LCD",139.61,5,"65 inch"
172072,"KOGAN","KAQL70T97QD","Australia,Fiji,New Zealand","LCD",139.61,5,"65 inch"
172072,"KOGAN","KAQL70T97Q","Australia,Fiji,New Zealand","LCD",139.61,5,"65 inch"
172062,"DIGITECH","GH5200","Australia,New Zealand","LCD",21.64,5,"22 inch"
172062,"DIGITECH","GH5226","Australia,New Zealand","LCD",21.64,5,"22 inch"
172114,"AKAI","AK65UHDZEN","Australia,Fiji,New Zealand","LCD (LED)",94.374,6,"55 inch"
172061,"DIGITECH","GH5202","Australia,New Zealand","LCD",35.04,4.5,"32 inch"
172061,"DIGITECH","GH5228","Australia,New Zealand","LCD",35.04,4.5,"32 inch"
172201,"DIGITECH","GH5204","Australia,New Zealand","LCD",14.89,5.5,"22 inch"
172202,"DIGITECH","GH5220","Australia,New Zealand","LCD",21.71,3.5,"22 inch"
172203,"DIGITECH","GH5222","Australia,New Zealand","LCD",25.17,4.5,"22 inch"
172203,"DIGITECH","GH5230","Australia,New Zealand","LCD",25.17,4.5,"22 inch"
172204,"DIGITECH","GH5224","Australia,New Zealand","LCD",24.52,6,"32 inch"
172207,"SAMSUNG ELECTRONICS","UA32T5300A","Australia,Fiji,New Zealand","LCD (LED)",31,5.5,"32 inch"
172207,"SAMSUNG ELECTRONICS","UA32T5300AW","Australia,Fiji,New Zealand","LCD (LED)",31,5.5,"32 inch"
172207,"SAMSUNG ELECTRONICS","UA32T5300AS","Australia,Fiji,New Zealand","LCD (LED)",31,5.5,"32 inch"
172238,"LG","75UK767H0LB","Australia,New Zealand","LCD (LED)",147,5.5,"65 inch"
172317,"QBELL","QTU70T","Australia,Fiji,New Zealand","LCD (LED)",108.02,6,"65 inch"
172318,"TELEFUNKEN","TL400TQ","Australia,Fiji,New Zealand","LCD (LED)",43.5,5.5,"43 inch"
172319,"EKO","K40FST","Australia,Fiji,New Zealand","LCD (LED)",43.2,5.5,"43 inch"
172378,"LG","43PK640S0SB","Australia,Fiji,New Zealand","LCD (LED)",65.9,4.5,"43 inch"
172392,"LG","50PK640S0SB","Australia,Fiji,New Zealand","LCD (LED)",81,4.5,"50 inch"
172393,"LG","55PK640S0SB","Australia,Fiji,New Zealand","LCD (LED)",91,5,"50 inch"
172395,"LG","65PK640S0SB","Australia,Fiji,New Zealand","LCD (LED)",115,5,"55 inch"
172396,"LG","75PK640S0SA","Australia,Fiji,New Zealand","LCD (LED)",136.9,5.5,"65 inch"
172397,"LG","86PK640S0SA","Australia,Fiji,New Zealand","LCD (LED)",155,6,"75 inch+"
172399,"LG","75UA841C0SA","Australia,Fiji,New Zealand","LCD (LED)",137,5.5,"65 inch"
172400,"LG","86UA841C0SA","Australia,Fiji,New Zealand","LCD (LED)",155,6,"75 inch+"
172426,"KOGAN","KAQL75MQ8ZTA","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172426,"KOGAN","KAQL75MQ8ZTB","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172426,"KOGAN","KAQL75MQ8ZTC","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172426,"KOGAN","KAQL75MQ8ZTD","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172426,"KOGAN","KAQL75MQ8ZTE","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172426,"KOGAN","KAQL75MQ8ZT","Australia,Fiji,New Zealand","LCD (LED)",193.1,4,"65 inch"
172429,"KOGAN","KAL24R98TA","Australia,Fiji,New Zealand","LCD (LED)",19.2,5,"22 inch"
172429,"KOGAN","KAL24R98TB","Australia,Fiji,New Zealand","LCD (LED)",19.2,5,"22 inch"
172429,"KOGAN","KAL24R98TC","Australia,Fiji,New Zealand","LCD (LED)",19.2,5,"22 inch"
172429,"KOGAN","KAL24R98TD","Australia,Fiji,New Zealand","LCD (LED)",19.2,5,"22 inch"
172429,"KOGAN","KAL24R98TE","Australia,Fiji,New Zealand","LCD (LED)",19.2,5,"22 inch"
172435,"LOEWE","Stellar55DROLED","Australia","OLED",70,6,"50 inch"
172436,"LOEWE","Stella65DR","Australia","OLED",85,6,"55 inch"
172437,"LOEWE","Inspire48OLED","Australia","OLED",61,5.5,"50 inch"
172437,"LOEWE","WeSEE48OLED","Australia","OLED",61,5.5,"50 inch"
172438,"LOEWE","Inspire55OLED","Australia","OLED",76.5,5.5,"50 inch"
172438,"LOEWE","WeSEE55OLED","Australia","OLED",76.5,5.5,"50 inch"
172438,"LOEWE","LOEWE55OLED","Australia","OLED",76.5,5.5,"50 inch"
172439,"LOEWE","Inspire65OLED","Australia","OLED",98,6,"55 inch"
172439,"LOEWE","WeSEE65OLED","Australia","OLED",98,6,"55 inch"
172439,"LOEWE","LOEWE65OLED","Australia","OLED",98,6,"55 inch"
172440,"LOEWE","Stellar42DROLED","Australia","OLED",52,5,"43 inch"
172441,"LOEWE","Stellar48DROLED","Australia","OLED",58,5.5,"50 inch"
172486,"SAMSUNG","QA98Q7FAAW","Australia,Fiji,New Zealand","LCD (LED)",293,4.5,"75 inch+"
172486,"SAMSUNG","QA98Q7FAAS","Australia,Fiji,New Zealand","LCD (LED)",293,4.5,"75 inch+"
172486,"SAMSUNG","QA98Q7FAA","Australia,Fiji,New Zealand","LCD (LED)",293,4.5,"75 inch+"
172498,"BAUHN","ATV40FHDW1125","Australia,Fiji,New Zealand","LCD",34.7,6,"43 inch"
172500,"TELEFUNKEN","TL320TQ","Australia,Fiji,New Zealand","LCD (LED)",38.12,4.5,"32 inch"
172437,"LOEWE","LOEWE","Australia","OLED",61,5.5,"50 inch"
172681,"JVC","LT55NQ7165A","Australia,Fiji,New Zealand","LCD (LED)",58.7,6,"55 inch"
172723,"KOGAN","KAQL55MQ8ZTA","Australia,Fiji,New Zealand","LCD (LED)",131.3,3,"50 inch"
172723,"KOGAN","KAQL55MQ8ZTB","Australia,Fiji,New Zealand","LCD (LED)",131.3,3,"50 inch"
172723,"KOGAN","KAQL55MQ8ZTC","Australia,Fiji,New Zealand","LCD (LED)",131.3,3,"50 inch"
172723,"KOGAN","KAQL55MQ8ZTD","Australia,Fiji,New Zealand","LCD (LED)",131.3,3,"50 inch"
172723,"KOGAN","KAQL55MQ8ZTE","Australia,Fiji,New Zealand","LCD (LED)",131.3,3,"50 inch"
