"Submit_ID","Brand_Reg","Model_No","SoldIn","Screen_Tech","Avg_mode_power","Star2","ScreenSize_Category"
134836,"BAUHN","ATV24FHDC0221","Australia,Fiji,New Zealand","LCD (LED)",14.83,6,"22 inch"
134907,"PHILIPS","58BFL211412","Australia,Fiji,New Zealand","LCD (LED)",79.65,5.5,"55 inch"
134909,"PHILIPS","55HFL6114U12","Australia,Fiji,New Zealand","LCD (LED)",78.97,5,"50 inch"
135227,"KOGAN","KAQLED50XT9510STA","Australia,Fiji,New Zealand","LCD",83,4.5,"50 inch"
135152,"JVC","LT58N7115A","Australia,Fiji","LCD",105.8,4,"55 inch"
135327,"HISENSE","75U80G","Australia,New Zealand","LCD (LED)",260.42,2.5,"65 inch"
135357,"AIWA","AWA400S","Australia,Fiji","LCD (LED)",36.8,6,"43 inch"
135358,"AIWA","AWA500US","Australia,Fiji","LCD (LED)",72,5,"50 inch"
135360,"AIWA","AWA320S","Australia,Fiji","LCD (LED)",28,6,"32 inch"
135403,"KOGAN","KALED58TU9220SKA","Australia,Fiji,New Zealand","LCD (LED)",71.24,5.5,"55 inch"
135403,"KOGAN","KALED58TU9210SKA","Australia,Fiji,New Zealand","LCD (LED)",71.24,5.5,"55 inch"
135403,"KOGAN","KALED58TUSKA","Australia,Fiji,New Zealand","LCD (LED)",71.24,5.5,"55 inch"
135419,"SAMSUNG ELECTRONICS","UA85AU8000W","Australia,Fiji,New Zealand","LCD (LED)",199,5,"75 inch+"
135419,"SAMSUNG ELECTRONICS","UA85AU8000S","Australia,Fiji,New Zealand","LCD (LED)",199,5,"75 inch+"
135419,"SAMSUNG ELECTRONICS","UA85AU8000","Australia,Fiji,New Zealand","LCD (LED)",199,5,"75 inch+"
135422,"SAMSUNG ELECTRONICS","UA60AU8000S","Australia,Fiji,New Zealand","LCD (LED)",117,4.5,"55 inch"
135425,"SAMSUNG ELECTRONICS","UA43AU9000S","Australia,Fiji,New Zealand","LCD (LED)",99,2.5,"43 inch"
135431,"SAMSUNG ELECTRONICS","QA75QN900AW","Australia,Fiji,New Zealand","LCD (LED)",396,1,"65 inch"
135431,"SAMSUNG ELECTRONICS","QA75QN900AS","Australia,Fiji,New Zealand","LCD (LED)",396,1,"65 inch"
135431,"SAMSUNG ELECTRONICS","QA75QN900A","Australia,Fiji,New Zealand","LCD (LED)",396,1,"65 inch"
135432,"SAMSUNG ELECTRONICS","QA65QN900AW","Australia,Fiji,New Zealand","LCD (LED)",308,1,"55 inch"
135432,"SAMSUNG ELECTRONICS","QA65QN900AS","Australia,Fiji,New Zealand","LCD (LED)",308,1,"55 inch"
135432,"SAMSUNG ELECTRONICS","QA65QN900A","Australia,Fiji,New Zealand","LCD (LED)",308,1,"55 inch"
135434,"SAMSUNG ELECTRONICS","QA85QN900AW","Australia,Fiji,New Zealand","LCD (LED)",440,1.5,"75 inch+"
135434,"SAMSUNG ELECTRONICS","QA85QN900AS","Australia,Fiji,New Zealand","LCD (LED)",440,1.5,"75 inch+"
135434,"SAMSUNG ELECTRONICS","QA85QN900A","Australia,Fiji,New Zealand","LCD (LED)",440,1.5,"75 inch+"
135436,"SAMSUNG ELECTRONICS","QA85QN800AW","Australia,Fiji,New Zealand","LCD (LED)",396,2,"75 inch+"
135436,"SAMSUNG ELECTRONICS","QA85QN800AS","Australia,Fiji,New Zealand","LCD (LED)",396,2,"75 inch+"
135436,"SAMSUNG ELECTRONICS","QA85QN800A","Australia,Fiji,New Zealand","LCD (LED)",396,2,"75 inch+"
135437,"SAMSUNG ELECTRONICS","QA75QN800AW","Australia,Fiji,New Zealand","LCD (LED)",336,1.5,"65 inch"
135437,"SAMSUNG ELECTRONICS","QA75QN800AS","Australia,Fiji,New Zealand","LCD (LED)",336,1.5,"65 inch"
135437,"SAMSUNG ELECTRONICS","QA75QN800A","Australia,Fiji,New Zealand","LCD (LED)",336,1.5,"65 inch"
135438,"SAMSUNG ELECTRONICS","QA65QN800AW","Australia,Fiji,New Zealand","LCD (LED)",297,1,"55 inch"
135438,"SAMSUNG ELECTRONICS","QA65QN800AS","Australia,Fiji,New Zealand","LCD (LED)",297,1,"55 inch"
135438,"SAMSUNG ELECTRONICS","QA65QN800A","Australia,Fiji,New Zealand","LCD (LED)",297,1,"55 inch"
135478,"SAMSUNG ELECTRONICS","QA55QN85AAW","Australia,Fiji,New Zealand","LCD (LED)",132,3,"50 inch"
135478,"SAMSUNG ELECTRONICS","QA55QN85AAS","Australia,Fiji,New Zealand","LCD (LED)",132,3,"50 inch"
135478,"SAMSUNG ELECTRONICS","QA55QN85AA","Australia,Fiji,New Zealand","LCD (LED)",132,3,"50 inch"
135479,"SAMSUNG ELECTRONICS","QA55QN90AAW","Australia,Fiji,New Zealand","LCD (LED)",148,2.5,"50 inch"
135479,"SAMSUNG ELECTRONICS","QA55QN90AAS","Australia,Fiji,New Zealand","LCD (LED)",148,2.5,"50 inch"
135479,"SAMSUNG ELECTRONICS","QA55QN90AA","Australia,Fiji,New Zealand","LCD (LED)",148,2.5,"50 inch"
135483,"SAMSUNG ELECTRONICS","QA85QN85AAW","Australia,Fiji,New Zealand","LCD (LED)",192,5,"75 inch+"
135483,"SAMSUNG ELECTRONICS","QA85QN85AAS","Australia,Fiji,New Zealand","LCD (LED)",192,5,"75 inch+"
135483,"SAMSUNG ELECTRONICS","QA85QN85AA","Australia,Fiji,New Zealand","LCD (LED)",192,5,"75 inch+"
135485,"SAMSUNG ELECTRONICS","QA75QN85AAW","Australia,Fiji,New Zealand","LCD (LED)",165,5,"65 inch"
135485,"SAMSUNG ELECTRONICS","QA75QN85AAS","Australia,Fiji,New Zealand","LCD (LED)",165,5,"65 inch"
135485,"SAMSUNG ELECTRONICS","QA75QN85AA","Australia,Fiji,New Zealand","LCD (LED)",165,5,"65 inch"
135487,"SAMSUNG ELECTRONICS","QA50QN90AAW","Australia,Fiji,New Zealand","LCD (LED)",108,3.5,"50 inch"
135487,"SAMSUNG ELECTRONICS","QA50QN90AAS","Australia,Fiji,New Zealand","LCD (LED)",108,3.5,"50 inch"
135487,"SAMSUNG ELECTRONICS","QA50QN90AA","Australia,Fiji,New Zealand","LCD (LED)",108,3.5,"50 inch"
135489,"SAMSUNG ELECTRONICS","QA75QN90AAW","Australia,Fiji,New Zealand","LCD (LED)",198,4,"65 inch"
135489,"SAMSUNG ELECTRONICS","QA75QN90AAS","Australia,Fiji,New Zealand","LCD (LED)",198,4,"65 inch"
135489,"SAMSUNG ELECTRONICS","QA75QN90AA","Australia,Fiji,New Zealand","LCD (LED)",198,4,"65 inch"
135491,"SAMSUNG ELECTRONICS","UA43AU7000W","Australia,Fiji,New Zealand","LCD (LED)",69,4,"43 inch"
135491,"SAMSUNG ELECTRONICS","UA43AU7000S","Australia,Fiji,New Zealand","LCD (LED)",69,4,"43 inch"
135491,"SAMSUNG ELECTRONICS","UA43AU7000","Australia,Fiji,New Zealand","LCD (LED)",69,4,"43 inch"
135497,"SAMSUNG ELECTRONICS","UA50AU7000W","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135497,"SAMSUNG ELECTRONICS","UA50AU7000S","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135497,"SAMSUNG ELECTRONICS","UA50AU7000","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135502,"SAMSUNG ELECTRONICS","UA55AU7000W","Australia,Fiji,New Zealand","LCD (LED)",84,5,"50 inch"
135502,"SAMSUNG ELECTRONICS","UA55AU7000S","Australia,Fiji,New Zealand","LCD (LED)",84,5,"50 inch"
135502,"SAMSUNG ELECTRONICS","UA55AU7000","Australia,Fiji,New Zealand","LCD (LED)",84,5,"50 inch"
135503,"SAMSUNG ELECTRONICS","UA58AU7000W","Australia,Fiji,New Zealand","LCD (LED)",94,5,"55 inch"
135503,"SAMSUNG ELECTRONICS","UA58AU7000S","Australia,Fiji,New Zealand","LCD (LED)",94,5,"55 inch"
135503,"SAMSUNG ELECTRONICS","UA58AU7000","Australia,Fiji,New Zealand","LCD (LED)",94,5,"55 inch"
135504,"SAMSUNG ELECTRONICS","UA65AU7000W","Australia,Fiji,New Zealand","LCD (LED)",116,5,"55 inch"
135504,"SAMSUNG ELECTRONICS","UA65AU7000S","Australia,Fiji,New Zealand","LCD (LED)",116,5,"55 inch"
135504,"SAMSUNG ELECTRONICS","UA65AU7000","Australia,Fiji,New Zealand","LCD (LED)",116,5,"55 inch"
135509,"SAMSUNG ELECTRONICS","UA75AU7000W","Australia,Fiji,New Zealand","LCD (LED)",143,5.5,"65 inch"
135509,"SAMSUNG ELECTRONICS","UA75AU7000S","Australia,Fiji,New Zealand","LCD (LED)",143,5.5,"65 inch"
135509,"SAMSUNG ELECTRONICS","UA75AU7000","Australia,Fiji,New Zealand","LCD (LED)",143,5.5,"65 inch"
135535,"AKAI","AK6521NF","Australia,Fiji,New Zealand","LCD (LED)",93.528,6,"55 inch"
135559,"POLAROID","PL55UHDOS","Australia","LCD",77.2,5.5,"50 inch"
135563,"YOKOHAMA","YOKT65S8","Australia","LCD (LED)",105.75,5.5,"55 inch"
135621,"SONY","XR55A80J","Australia,New Zealand","LCD (LED)",122,3.5,"50 inch"
135622,"SONY","XR65A80J","Australia,New Zealand","LCD (LED)",149.2,4,"55 inch"
135623,"SONY","XR77A80J","Australia,New Zealand","LCD (LED)",187.3,4.5,"75 inch+"
135627,"SONY","XR50X90J","Australia,New Zealand","LCD (LED)",112.6,3,"50 inch"
135628,"SONY","XR55X90J","Australia,New Zealand","LCD (LED)",130.7,3,"50 inch"
135629,"SONY","XR65X90J","Australia,New Zealand","LCD (LED)",158.9,3.5,"55 inch"
135630,"SONY","XR75X90J","Australia,New Zealand","LCD (LED)",193.3,4,"65 inch"
135637,"YOKOHAMA","YOKT75S8","Australia","LCD (LED)",196.41,4,"65 inch"
135639,"SONIQ","E42FV40A","Australia,New Zealand","LCD",46.6,5.5,"43 inch"
135641,"SONIQ","W65UV40A","Australia,New Zealand","LCD",132.4,4.5,"55 inch"
134010,"KOGAN","KALED65XU9220STA","Australia,Fiji,New Zealand","LCD",104,5.5,"55 inch"
135734,"SONY","XR85Z9J","Australia,New Zealand","LCD (LED)",412,2,"75 inch+"
135811,"DGTEC","DG65UHDNF","Australia,Fiji,New Zealand","LCD (LED)",93.528,6,"55 inch"
135817,"SAMSUNG ELECTRONICS","QA65QN90AAW","Australia,Fiji,New Zealand","LCD (LED)",203,2.5,"55 inch"
135817,"SAMSUNG ELECTRONICS","QA65QN90AAS","Australia,Fiji,New Zealand","LCD (LED)",203,2.5,"55 inch"
135817,"SAMSUNG ELECTRONICS","QA65QN90AA","Australia,Fiji,New Zealand","LCD (LED)",203,2.5,"55 inch"
135944,"SAMSUNG ELECTRONICS","QA50LS01TAW","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135944,"SAMSUNG ELECTRONICS","QA50LS01TAS","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135944,"SAMSUNG ELECTRONICS","QA50LS01TA","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
135952,"EKO","K75USW","Australia","LCD (LED)",204.42,4,"65 inch"
135953,"EKO","K58USG","Australia","LCD (LED)",98.85,5,"55 inch"
135954,"EKO","K65USG","Australia","LCD (LED)",129.96,4.5,"55 inch"
135968,"BLAUPUNKT","BP580USG9300","Australia","LCD (LED)",98.85,5,"55 inch"
135943,"JVC","AVH323115A","Australia,Fiji","LCD (LED)",26,5,"32 inch"
135979,"BAUHN","ATV58UHDW0421","Australia","LCD (LED)",76.37,6,"55 inch"
135984,"JVC","AVH437115A","Australia,Fiji","LCD (LED)",58,4.5,"43 inch"
135986,"JVC","AVH587115A","Australia,Fiji","LCD (LED)",105.8,4,"55 inch"
135990,"JVC","AVH657115A","Australia,Fiji","LCD (LED)",134.4,4,"55 inch"
136068,"LG","OLED55B1PVA","Australia,New Zealand","OLED",106,4,"50 inch"
136069,"LG","OLED65B1PVA","Australia,New Zealand","OLED",125,5,"55 inch"
136070,"LG","OLED83C1PTA","Australia,New Zealand","OLED",200,5,"75 inch+"
136071,"LG","OLED83C1PVA","Australia,New Zealand","OLED",200,5,"75 inch+"
136085,"SAMSUNG ELECTRONICS","QA85QN90AAW","Australia,Fiji,New Zealand","LCD (LED)",258,4,"75 inch+"
136085,"SAMSUNG ELECTRONICS","QA85QN90AAS","Australia,Fiji,New Zealand","LCD (LED)",258,4,"75 inch+"
136085,"SAMSUNG ELECTRONICS","QA85QN90AA","Australia,Fiji,New Zealand","LCD (LED)",258,4,"75 inch+"
136092,"BAUHN","ATV70UHDW0321","Australia","LCD",99.75,6,"65 inch"
135420,"SAMSUNG ELECTRONICS","UA43AU8000W","Australia,Fiji,New Zealand","LCD (LED)",70,4,"43 inch"
135420,"SAMSUNG ELECTRONICS","UA43AU8000S","Australia,Fiji,New Zealand","LCD (LED)",70,4,"43 inch"
135420,"SAMSUNG ELECTRONICS","UA43AU8000","Australia,Fiji,New Zealand","LCD (LED)",70,4,"43 inch"
136207,"LG","OLED48A1PTA","Australia,New Zealand","OLED",76,4.5,"50 inch"
136208,"LG","OLED48A1PVA","Australia,New Zealand","OLED",76,4.5,"50 inch"
136215,"KOGAN","KALED55RT9220SVA","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136215,"KOGAN","LE55N3","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136215,"KOGAN","LE55N1","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136215,"KOGAN","LE55S1","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136215,"KOGAN","LE55E1","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136215,"KOGAN","LE55F3","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136217,"SAMSUNG ELECTRONICS","QA50Q80AAS","Australia,Fiji,New Zealand","LCD (LED)",128,2.5,"50 inch"
136230,"KOGAN","KALED65RT9210SVA","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","LE65N3","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","LE65E1","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","LE65S1","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","LE65N1","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","LE65F3","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136230,"KOGAN","65","Australia,Fiji,New Zealand","LCD (LED)",91.4,5.5,"55 inch"
136246,"SAMSUNG ELECTRONICS","BE43AH","Australia,Fiji,New Zealand","LCD (LED)",69,4,"43 inch"
136250,"SAMSUNG ELECTRONICS","BE50AH","Australia,Fiji,New Zealand","LCD (LED)",91,4,"50 inch"
136244,"TEAC","LE75L521","Australia,Fiji,New Zealand","LCD (LED)",201.04,4,"65 inch"
136255,"SAMSUNG ELECTRONICS","BE55AH","Australia,Fiji,New Zealand","LCD (LED)",84,5,"50 inch"
136257,"SAMSUNG ELECTRONICS","BE65AH","Australia,Fiji,New Zealand","LCD (LED)",116,5,"55 inch"
136258,"SAMSUNG ELECTRONICS","BE75AH","Australia,Fiji,New Zealand","LCD (LED)",143,5.5,"65 inch"
136260,"HYUNDAI","H75WK31","Australia,Fiji,New Zealand","LCD (LED)",201.04,4,"65 inch"
136262,"BLAUPUNKT","BP580USG9300","Australia,Fiji,New Zealand","LCD (LED)",98.85,5,"55 inch"
135137,"SAMSUNG ELECTRONICS","UA50AU8000W","Australia,Fiji,New Zealand","LCD (LED)",92,4,"50 inch"
135137,"SAMSUNG ELECTRONICS","UA50AU8000S","Australia,Fiji,New Zealand","LCD (LED)",92,4,"50 inch"
135137,"SAMSUNG ELECTRONICS","UA50AU8000","Australia,Fiji,New Zealand","LCD (LED)",92,4,"50 inch"
135415,"SAMSUNG ELECTRONICS","UA55AU8000W","Australia,Fiji,New Zealand","LCD (LED)",111,4,"50 inch"
135415,"SAMSUNG ELECTRONICS","UA55AU8000S","Australia,Fiji,New Zealand","LCD (LED)",111,4,"50 inch"
135415,"SAMSUNG ELECTRONICS","UA55AU8000","Australia,Fiji,New Zealand","LCD (LED)",111,4,"50 inch"
135416,"SAMSUNG ELECTRONICS","UA65AU8000W","Australia,Fiji,New Zealand","LCD (LED)",117,5,"55 inch"
135416,"SAMSUNG ELECTRONICS","UA65AU8000S","Australia,Fiji,New Zealand","LCD (LED)",117,5,"55 inch"
135416,"SAMSUNG ELECTRONICS","UA65AU8000","Australia,Fiji,New Zealand","LCD (LED)",117,5,"55 inch"
135418,"SAMSUNG ELECTRONICS","UA75AU8000W","Australia,Fiji,New Zealand","LCD (LED)",155,5,"65 inch"
135418,"SAMSUNG ELECTRONICS","UA75AU8000S","Australia,Fiji,New Zealand","LCD (LED)",155,5,"65 inch"
135418,"SAMSUNG ELECTRONICS","UA75AU8000","Australia,Fiji,New Zealand","LCD (LED)",155,5,"65 inch"
136291,"KOGAN","KALED55XG9410SKA","Australia,Fiji,New Zealand","LCD (LED)",78.8,5,"50 inch"
136319,"SONY","KD43X85J","Australia,New Zealand","LCD (LED)",78.8,3.5,"43 inch"
136321,"SONY","KD55X85J","Australia,New Zealand","LCD (LED)",118.7,3.5,"50 inch"
136322,"SONY","KD65X85J","Australia,New Zealand","LCD (LED)",147.1,4,"55 inch"
136332,"SONY","KD85X85J","Australia,New Zealand","LCD (LED)",239.8,4,"75 inch+"
136372,"HISENSE","65A7G","Australia,New Zealand","LCD (LED)",107.54,5,"55 inch"
136391,"HISENSE","50A7G","Australia,New Zealand","LCD (LED)",61.76,5.5,"50 inch"
136407,"HISENSE","55A7G","Australia,New Zealand","LCD (LED)",75.31,5.5,"50 inch"
136451,"DEVANTI","STV316WUHD65","Australia,Fiji,New Zealand","LCD (LED)",151.11,4,"55 inch"
136492,"PHILIPS","55OLED93579","Australia,Fiji,New Zealand","OLED",205.62,1,"50 inch"
136610,"LINSAR","LS82UHDNF","Australia,Fiji,New Zealand","LCD (LED)",168.2,5.5,"75 inch+"
136638,"KOGAN","KALED70TU9220SKA","Australia,Fiji,New Zealand","LCD (LED)",135.48,4.5,"65 inch"
136646,"LINSAR","LS65UHDNF","Australia,Fiji,New Zealand","LCD (LED)",92.66,6,"55 inch"
136650,"HISENSE","32A4G","Australia,New Zealand","LCD (LED)",25.93,6,"32 inch"
136653,"HISENSE","55U7G","Australia,New Zealand","LCD (LED)",96.71,4.5,"50 inch"
136669,"DEVANTI","STV311WUHD75","Australia,Fiji,New Zealand","LCD (LED)",203.37,4,"65 inch"
136675,"LG","75QNED99TPB","Australia,New Zealand","LCD (LED)",247,3,"65 inch"
136676,"LG","86QNED99TPB","Australia,New Zealand","LCD (LED)",350,2.5,"75 inch+"
136677,"LG","75QNED91TPA","Australia,New Zealand","LCD (LED)",162,5,"65 inch"
136713,"SKYWORTH","55SUC9300","Australia,Fiji,New Zealand","LCD (LED)",78.8,5.5,"50 inch"
136713,"SKYWORTH","55SUC9500","Australia,Fiji,New Zealand","LCD (LED)",78.8,5.5,"50 inch"
136713,"SKYWORTH","55SUC","Australia,Fiji,New Zealand","LCD (LED)",78.8,5.5,"50 inch"
136716,"SKYWORTH","86SUC9500","Australia,Fiji,New Zealand","LCD (LED)",214.72,4.5,"75 inch+"
136716,"SKYWORTH","86SUC9000","Australia,Fiji,New Zealand","LCD (LED)",214.72,4.5,"75 inch+"
136722,"HISENSE","75A7G","Australia,New Zealand","LCD (LED)",125.66,5.5,"65 inch"
136716,"SKYWORTH","86G51","Australia,Fiji,New Zealand","LCD (LED)",214.72,4.5,"75 inch+"
136716,"SKYWORTH","STL86G51","Australia,Fiji,New Zealand","LCD (LED)",214.72,4.5,"75 inch+"
136716,"SKYWORTH","86SUC","Australia,Fiji,New Zealand","LCD (LED)",214.72,4.5,"75 inch+"
136769,"SONY","XR65X95J","Australia,New Zealand","LCD",173,3.5,"55 inch"
136770,"SONY","XR75X95J","Australia,New Zealand","LCD",206,4,"65 inch"
136772,"SONY","XR85X95J","Australia,New Zealand","LCD",221,4.5,"75 inch+"
136790,"VEON","VN58U22021","Australia,Fiji,New Zealand","LCD (LED)",106.5,4,"55 inch"
136794,"LG","86QNED91TPA","Australia,New Zealand","LCD (LED)",212,5,"75 inch+"
136818,"PHILIPS","65OLED93579","Australia,Fiji,New Zealand","OLED",251.06,1.5,"55 inch"
136819,"KOGAN","KALED50XU9210STD","Australia,Fiji,New Zealand","LCD (LED)",77,5,"50 inch"
136831,"KOGAN","KALED50XU9220STC","Australia,Fiji,New Zealand","LCD (LED)",77,5,"50 inch"
136836,"KOGAN","KAQLED75XR9510STB","Australia,Fiji,New Zealand","LCD (LED)",171,4.5,"65 inch"
136860,"EKO","K70USW","Australia","LCD (LED)",139.54,4.5,"65 inch"
136215,"KOGAN","LE55series","Australia,Fiji,New Zealand","LCD (LED)",80.2,5,"50 inch"
136903,"SAMSUNG ELECTRONICS","QA65QN700AW","Australia,Fiji,New Zealand","LCD (LED)",220,2.5,"55 inch"
136903,"SAMSUNG ELECTRONICS","QA65QN700AS","Australia,Fiji,New Zealand","LCD (LED)",220,2.5,"55 inch"
136903,"SAMSUNG ELECTRONICS","QA65QN700A","Australia,Fiji,New Zealand","LCD (LED)",220,2.5,"55 inch"
136914,"SAMSUNG ELECTRONICS","QA75QN700AW","Australia,Fiji,New Zealand","LCD (LED)",242,3,"65 inch"
136914,"SAMSUNG ELECTRONICS","QA75QN700AS","Australia,Fiji,New Zealand","LCD (LED)",242,3,"65 inch"
136914,"SAMSUNG ELECTRONICS","QA75QN700A","Australia,Fiji,New Zealand","LCD (LED)",242,3,"65 inch"
136932,"LG","75QNED96TPA","Australia,New Zealand","LCD (LED)",192,4,"65 inch"
136962,"HISENSE","75U7G","Australia,New Zealand","LCD (LED)",173.3,4.5,"65 inch"
136970,"PHILIPS","55HFL2899T79","Australia,Fiji,New Zealand","LCD (LED)",57,6,"50 inch"
137016,"PHILIPS","65HFL2899T79","Australia,Fiji,New Zealand","LCD (LED)",70.4,7,"55 inch"
137043,"HISENSE","55U8G","Australia","LCD (LED)",111.93,3.5,"50 inch"
137047,"LINSAR","LS70UHDNF","Australia","LCD (LED)",111.08,6,"65 inch"
137053,"HISENSE","65U8G","Australia,New Zealand","LCD",151.23,3.5,"55 inch"
137088,"FURRION","FDFD24A0D","Australia,Fiji,New Zealand","LCD",22,5,"22 inch"
137098,"HISENSE","75U90G","Australia,New Zealand","LCD (LED)",284.19,2,"65 inch"
137162,"CHIQ","U50G7H","Australia,Fiji,New Zealand","LCD (LED)",72,5,"50 inch"
137163,"CHIQ","U55G7H","Australia,Fiji,New Zealand","LCD (LED)",95,4.5,"50 inch"
137164,"CHIQ","U65G7H","Australia,Fiji,New Zealand","LCD (LED)",138,4.5,"55 inch"
137166,"HISENSE","65U7G","Australia,New Zealand","LCD (LED)",119.45,4.5,"55 inch"
137205,"HISENSE","43A7G","Australia,New Zealand","LCD (LED)",57.75,4.5,"43 inch"
137247,"LG","70UP8050PVB","Australia,New Zealand","LCD (LED)",153,4.5,"65 inch"
137248,"LG","32LT662MBTB","Australia,New Zealand","LCD (LED)",33,5,"32 inch"
137271,"HISENSE","40A4G","Australia,New Zealand","LCD (LED)",31.27,6,"43 inch"
137363,"HISENSE","85U7G","Australia,New Zealand","LCD (LED)",227.42,4,"75 inch+"
137382,"EKO","K75USG","Australia","LCD (LED)",191.4,4,"65 inch"
137382,"EKO","K750USG","Australia","LCD (LED)",191.4,4,"65 inch"
137383,"EKO","K550USG","Australia","LCD (LED)",72.3,6,"50 inch"
137506,"KOGAN","KALED32RH9210STB","Australia,Fiji,New Zealand","LCD (LED)",28,6,"32 inch"
137506,"KOGAN","KALED32RH9220STB","Australia,Fiji,New Zealand","LCD (LED)",28,6,"32 inch"
137536,"HISENSE","85U8G","Australia,New Zealand","LCD (LED)",228.29,4,"75 inch+"
137550,"JVC","AVHQ507115A","Australia,Fiji","LCD (LED)",56.97,5,"50 inch"
137492,"CAIXUN","LE32K1","Australia,New Zealand","LCD",25.21,6,"32 inch"
137492,"CAIXUN","LE32S1","Australia,New Zealand","LCD",25.21,6,"32 inch"
137492,"CAIXUN","LE32F2","Australia,New Zealand","LCD",25.21,6,"32 inch"
137492,"CAIXUN","LE32K1LE32S1LE32F2","Australia,New Zealand","LCD",25.21,6,"32 inch"
137575,"CAIXUN","LE43N1","Australia,Fiji,New Zealand","LCD",59.24,4.5,"43 inch"
137575,"CAIXUN","LE43F2","Australia,Fiji,New Zealand","LCD",59.24,4.5,"43 inch"
137575,"CAIXUN","LE43S1","Australia,Fiji,New Zealand","LCD",59.24,4.5,"43 inch"
137575,"CAIXUN","LE43N1LE43F2LE43S1","Australia,Fiji,New Zealand","LCD",59.24,4.5,"43 inch"
137578,"CAIXUN","LE40N1","Australia,New Zealand","LCD",38.82,5.5,"43 inch"
137578,"CAIXUN","LE40F2","Australia,New Zealand","LCD",38.82,5.5,"43 inch"
137578,"CAIXUN","LE40S1","Australia,New Zealand","LCD",38.82,5.5,"43 inch"
137578,"CAIXUN","LE40N1LE40F2LE40S1","Australia,New Zealand","LCD",38.82,5.5,"43 inch"
137608,"JVC","AVHQ557115A","Australia,Fiji","LCD (LED)",63.94,5,"50 inch"
137622,"PHILIPS","19HFL5014W12","Australia,Fiji,New Zealand","LCD (LED)",14.61,5,"22 inch"
137622,"PHILIPS","19HFL5114W12","Australia,Fiji,New Zealand","LCD (LED)",14.61,5,"22 inch"
137678,"LG","43UR640S0TD","Australia,New Zealand","LCD (LED)",79,3.5,"43 inch"
137679,"LG","50UR640S0TD","Australia,New Zealand","LCD (LED)",95,4,"50 inch"
137680,"LG","55UR640S0TD","Australia,New Zealand","LCD (LED)",113,4,"50 inch"
137681,"LG","65UR640S0TD","Australia,New Zealand","LCD (LED)",156,4,"55 inch"
137682,"LG","75UR640S0TD","Australia,New Zealand","LCD (LED)",180,4.5,"65 inch"
137683,"LG","86UR640S0TD","Australia,New Zealand","LCD (LED)",241,4.5,"75 inch+"
137725,"LOEWE","BILDv65","Australia","OLED",135,4.5,"55 inch"
137740,"TOSHIBA","50C350KP","Australia,New Zealand","LCD (LED)",66.16,5,"50 inch"
137744,"TOSHIBA","43C350KP","Australia,New Zealand","LCD (LED)",63.45,4,"43 inch"
137749,"TOSHIBA","55C350KP","Australia,New Zealand","LCD (LED)",81.49,5,"50 inch"
137751,"TOSHIBA","65C350KP","Australia,New Zealand","LCD (LED)",107.27,5,"55 inch"
137868,"VEON","VN50U22021","Australia,Fiji,New Zealand","LCD (LED)",93.82,3.5,"50 inch"
137949,"LG","65QNED91TPA","Australia,New Zealand","LCD (LED)",120,5,"55 inch"
137950,"LG","65QNED96TPA","Australia,New Zealand","LCD (LED)",164,3.5,"55 inch"
137951,"LG","65QNED99TPB","Australia,New Zealand","LCD (LED)",220,2.5,"55 inch"
137962,"BAUHN","ATV75UHDW0621","Australia,Fiji,New Zealand","LCD (LED)",106.97,6,"65 inch"
138090,"JVC","AVHQ657115A","Australia,Fiji","LCD (LED)",91.7,5,"55 inch"
138101,"TEAC","LE70L521","Australia,Fiji,New Zealand","LCD (LED)",149.34,4.5,"65 inch"
138118,"EKO","K650USG","Australia","LCD (LED)",134.4,4,"55 inch"
138150,"EKO","K700USG","Australia,Fiji","LCD (LED)",160,4,"65 inch"
138186,"EKO","K85USW","Australia","LCD (LED)",305.2,3,"75 inch+"
138187,"BLAUPUNKT","BP50WOS","Australia","LCD (LED)",78.3,4.5,"50 inch"
